0.0e0 0.0e0 1.0e0 1.0e0
1.0e-1 0.0e0 9.5705498e-1 9.5705498e-1
2.0e-1 0.0e0 9.1775002e-1 9.1775002e-1
3.0e-1 0.0e0 8.8179001e-1 8.8179001e-1
4.0e-1 0.0e0 8.4887497e-1 8.4887497e-1
5.0e-1 0.0e0 8.1887001e-1 8.1887001e-1
6.0e-1 0.0e0 7.9141998e-1 7.9141998e-1
7.0e-1 0.0e0 7.6635498e-1 7.6635498e-1
8.0e-1 0.0e0 7.4341003e-1 7.4341003e-1
9.0e-1 0.0e0 7.2245003e-1 7.2245003e-1
1.0e0 0.0e0 7.0329498e-1 7.0329498e-1
1.1e0 0.0e0 6.8579002e-1 6.8579002e-1
1.2e0 0.0e0 6.6984001e-1 6.6984001e-1
1.3e0 0.0e0 6.5517998e-1 6.5517998e-1
1.4e0 0.0e0 6.4182999e-1 6.4182999e-1
1.5e0 0.0e0 6.2962997e-1 6.2962997e-1
1.6e0 0.0e0 6.1847504e-1 6.1847504e-1
1.7e0 0.0e0 6.0827003e-1 6.0827003e-1
1.8e0 0.0e0 5.9897003e-1 5.9897003e-1
1.9e0 0.0e0 5.9041496e-1 5.9041496e-1
2.0e0 0.0e0 5.8266502e-1 5.8266502e-1
2.1e0 0.0e0 5.7551498e-1 5.7551498e-1
2.2e0 0.0e0 5.6901497e-1 5.6901497e-1
2.3e0 0.0e0 5.6306503e-1 5.6306503e-1
2.4e0 0.0e0 5.5766502e-1 5.5766502e-1
2.5e0 0.0e0 5.5271004e-1 5.5271004e-1
2.6e0 0.0e0 5.481629e-1 5.481629e-1
2.7e0 0.0e0 5.4401768e-1 5.4401768e-1
2.8e0 0.0e0 5.4022853e-1 5.4022853e-1
2.9e0 0.0e0 5.3676624e-1 5.3676624e-1
3.0e0 0.0e0 5.336018e-1 5.336018e-1
3.1e0 0.0e0 5.3070988e-1 5.3070988e-1
3.2e0 0.0e0 5.2806653e-1 5.2806653e-1
3.3e0 0.0e0 5.2565099e-1 5.2565099e-1
3.4e0 0.0e0 5.2344324e-1 5.2344324e-1
3.5e0 0.0e0 5.2142561e-1 5.2142561e-1
3.6e0 0.0e0 5.1958122e-1 5.1958122e-1
3.7e0 0.0e0 5.1789583e-1 5.1789583e-1
3.8e0 0.0e0 5.1635556e-1 5.1635556e-1
3.9e0 0.0e0 5.1494792e-1 5.1494792e-1
4.0e0 0.0e0 5.1366133e-1 5.1366133e-1
4.1e0 0.0e0 5.124855e-1 5.124855e-1
4.2e0 0.0e0 5.1141103e-1 5.1141103e-1
4.3e0 0.0e0 5.1042882e-1 5.1042882e-1
4.4e0 0.0e0 5.0953105e-1 5.0953105e-1
4.5e0 0.0e0 5.087108e-1 5.087108e-1
4.6e0 0.0e0 5.0796103e-1 5.0796103e-1
4.7e0 0.0e0 5.0727588e-1 5.0727588e-1
4.8e0 0.0e0 5.0664961e-1 5.0664961e-1
4.9e0 0.0e0 5.0607732e-1 5.0607732e-1
5.0e0 0.0e0 5.0555428e-1 5.0555428e-1

0.0e0 1.0e-1 9.8033005e-1 9.8033005e-1
1.0e-1 1.0e-1 9.3817001e-1 9.3817001e-1
2.0e-1 1.0e-1 8.9961502e-1 8.9961502e-1
3.0e-1 1.0e-1 8.6435005e-1 8.6435005e-1
4.0e-1 1.0e-1 8.32145e-1 8.32145e-1
5.0e-1 1.0e-1 8.0274002e-1 8.0274002e-1
6.0e-1 1.0e-1 7.7583e-1 7.7583e-1
7.0e-1 1.0e-1 7.5123001e-1 7.5123001e-1
8.0e-1 1.0e-1 7.2876503e-1 7.2876503e-1
9.0e-1 1.0e-1 7.0821503e-1 7.0821503e-1
1.0e0 1.0e-1 6.8945999e-1 6.8945999e-1
1.1e0 1.0e-1 6.7230003e-1 6.7230003e-1
1.2e0 1.0e-1 6.5660004e-1 6.5660004e-1
1.3e0 1.0e-1 6.42295e-1 6.42295e-1
1.4e0 1.0e-1 6.2919502e-1 6.2919502e-1
1.5e0 1.0e-1 6.1723999e-1 6.1723999e-1
1.6e0 1.0e-1 6.0629005e-1 6.0629005e-1
1.7e0 1.0e-1 5.9629005e-1 5.9629005e-1
1.8e0 1.0e-1 5.8713501e-1 5.8713501e-1
1.9e0 1.0e-1 5.7878006e-1 5.7878006e-1
2.0e0 1.0e-1 5.7118004e-1 5.7118004e-1
2.1e0 1.0e-1 5.6418e-1 5.6418e-1
2.2e0 1.0e-1 5.5783005e-1 5.5783005e-1
2.3e0 1.0e-1 5.5198006e-1 5.5198006e-1
2.4e0 1.0e-1 5.4667503e-1 5.4667503e-1
2.5e0 1.0e-1 5.4182503e-1 5.4182503e-1
2.6e0 1.0e-1 5.373739e-1 5.373739e-1
2.7e0 1.0e-1 5.3331091e-1 5.3331091e-1
2.8e0 1.0e-1 5.2959727e-1 5.2959727e-1
2.9e0 1.0e-1 5.2620319e-1 5.2620319e-1
3.0e0 1.0e-1 5.2310162e-1 5.2310162e-1
3.1e0 1.0e-1 5.2026682e-1 5.2026682e-1
3.2e0 1.0e-1 5.1767607e-1 5.1767607e-1
3.3e0 1.0e-1 5.1530775e-1 5.1530775e-1
3.4e0 1.0e-1 5.1314392e-1 5.1314392e-1
3.5e0 1.0e-1 5.1116609e-1 5.1116609e-1
3.6e0 1.0e-1 5.0935872e-1 5.0935872e-1
3.7e0 1.0e-1 5.077066e-1 5.077066e-1
3.8e0 1.0e-1 5.0619685e-1 5.0619685e-1
3.9e0 1.0e-1 5.0481711e-1 5.0481711e-1
4.0e0 1.0e-1 5.0355592e-1 5.0355592e-1
4.1e0 1.0e-1 5.0240323e-1 5.0240323e-1
4.2e0 1.0e-1 5.0134993e-1 5.0134993e-1
4.3e0 1.0e-1 5.0038728e-1 5.0038728e-1
4.4e0 1.0e-1 4.9950745e-1 4.9950745e-1
4.5e0 1.0e-1 4.9870334e-1 4.9870334e-1
4.6e0 1.0e-1 4.9796848e-1 4.9796848e-1
4.7e0 1.0e-1 4.9729688e-1 4.9729688e-1
4.8e0 1.0e-1 4.96683e-1 4.96683e-1
4.9e0 1.0e-1 4.9612206e-1 4.9612206e-1
5.0e0 1.0e-1 4.9560927e-1 4.9560927e-1

0.0e0 2.0e-1 9.6102997e-1 9.6102997e-1
1.0e-1 2.0e-1 9.1966995e-1 9.1966995e-1
2.0e-1 2.0e-1 8.8185997e-1 8.8185997e-1
3.0e-1 2.0e-1 8.4729996e-1 8.4729996e-1
4.0e-1 2.0e-1 8.1574501e-1 8.1574501e-1
5.0e-1 2.0e-1 7.8688995e-1 7.8688995e-1
6.0e-1 2.0e-1 7.6053001e-1 7.6053001e-1
7.0e-1 2.0e-1 7.3641998e-1 7.3641998e-1
8.0e-1 2.0e-1 7.1436996e-1 7.1436996e-1
9.0e-1 2.0e-1 6.9425995e-1 6.9425995e-1
1.0e0 2.0e-1 6.7585999e-1 6.7585999e-1
1.1e0 2.0e-1 6.5905998e-1 6.5905998e-1
1.2e0 2.0e-1 6.4365501e-1 6.4365501e-1
1.3e0 2.0e-1 6.29645e-1 6.29645e-1
1.4e0 2.0e-1 6.1679001e-1 6.1679001e-1
1.5e0 2.0e-1 6.0503998e-1 6.0503998e-1
1.6e0 2.0e-1 5.9433998e-1 5.9433998e-1
1.7e0 2.0e-1 5.8453499e-1 5.8453499e-1
1.8e0 2.0e-1 5.7558502e-1 5.7558502e-1
1.9e0 2.0e-1 5.6738495e-1 5.6738495e-1
2.0e0 2.0e-1 5.5992996e-1 5.5992996e-1
2.1e0 2.0e-1 5.5307999e-1 5.5307999e-1
2.2e0 2.0e-1 5.4682999e-1 5.4682999e-1
2.3e0 2.0e-1 5.4112495e-1 5.4112495e-1
2.4e0 2.0e-1 5.3592499e-1 5.3592499e-1
2.5e0 2.0e-1 5.3112e-1 5.3112e-1
2.6e0 2.0e-1 5.2678893e-1 5.2678893e-1
2.7e0 2.0e-1 5.2280634e-1 5.2280634e-1
2.8e0 2.0e-1 5.1916652e-1 5.1916652e-1
2.9e0 2.0e-1 5.1583989e-1 5.1583989e-1
3.0e0 2.0e-1 5.1279893e-1 5.1279893e-1
3.1e0 2.0e-1 5.1002039e-1 5.1002039e-1
3.2e0 2.0e-1 5.0748087e-1 5.0748087e-1
3.3e0 2.0e-1 5.0516017e-1 5.0516017e-1
3.4e0 2.0e-1 5.0303883e-1 5.0303883e-1
3.5e0 2.0e-1 5.0110023e-1 5.0110023e-1
3.6e0 2.0e-1 4.9932855e-1 4.9932855e-1
3.7e0 2.0e-1 4.9770944e-1 4.9770944e-1
3.8e0 2.0e-1 4.9622923e-1 4.9622923e-1
3.9e0 2.0e-1 4.9487675e-1 4.9487675e-1
4.0e0 2.0e-1 4.9364061e-1 4.9364061e-1
4.1e0 2.0e-1 4.9251102e-1 4.9251102e-1
4.2e0 2.0e-1 4.9147842e-1 4.9147842e-1
4.3e0 2.0e-1 4.9053482e-1 4.9053482e-1
4.4e0 2.0e-1 4.896724e-1 4.896724e-1
4.5e0 2.0e-1 4.8888428e-1 4.8888428e-1
4.6e0 2.0e-1 4.8816397e-1 4.8816397e-1
4.7e0 2.0e-1 4.8750551e-1 4.8750551e-1
4.8e0 2.0e-1 4.8690387e-1 4.8690387e-1
4.9e0 2.0e-1 4.86354e-1 4.86354e-1
5.0e0 2.0e-1 4.8585146e-1 4.8585146e-1

0.0e0 3.0e-1 9.4192993e-1 9.4192993e-1
1.0e-1 3.0e-1 9.0141495e-1 9.0141495e-1
